Time
627
521
393
442
431
303
272
387
360
318
555
307
476
316
348
285
383
464
303
464
369
308
597
303
252
274
329
340
351
380
814
516
464
448
461
432
264
313
415
347
555
320
385
395
305
299
238
307
740
402
384
532
326
620
413
476
376
600
322
608
322
478
493
406
378
470
260
338
280
583
393
481
421
304
473
457
654
360
382
540
437
414
396
362
368
353
346
597
366
564
388
311
315
458
384
653
304
576
592
462
